latitude,longitude,depth,year,month,day,hour,minute,second,mag,timeStr,event_id,fmt_time,fmt_lat,fmt_lon,fmt_depth,fmt_mag
26.985984,103.309701,4.972,2022,8,26,21,53,26.12,2.414744,2022-08-26 21:53:26.120,19,2022-08-26 21:53:26.120,26.986,103.31,5.0km,M2.4
26.952368,103.107186,20.244,2022,8,26,22,40,5.5,2.333946,2022-08-26 22:40:05.500,20,2022-08-26 22:40:05.500,26.952,103.107,20.2km,M2.3
27.037042,102.753564,17.168,2022,8,27,14,37,23.48,2.944203,2022-08-27 14:37:23.480,21,2022-08-27 14:37:23.480,27.037,102.754,17.2km,M2.9
27.040588,102.742407,17.19,2022,8,27,14,37,23.59,0.228493,2022-08-27 14:37:23.590,22,2022-08-27 14:37:23.590,27.041,102.742,17.2km,M0.2
26.973584,102.848674,17.06,2022,8,27,16,9,14.46,2.951125,2022-08-27 16:09:14.460,23,2022-08-27 16:09:14.460,26.974,102.849,17.1km,M3.0
26.972085,103.168343,12.234,2022,8,27,18,3,11.76,2.972497,2022-08-27 18:03:11.760,24,2022-08-27 18:03:11.760,26.972,103.168,12.2km,M3.0
27.114712,102.887923,25.141,2022,8,27,18,56,31.28,1.077421,2022-08-27 18:56:31.280,25,2022-08-27 18:56:31.280,27.115,102.888,25.1km,M1.1
26.975903,103.317627,8.326,2022,8,27,19,19,57.48,0.929901,2022-08-27 19:19:57.480,26,2022-08-27 19:19:57.480,26.976,103.318,8.3km,M0.9
27.250142,103.047363,3.855,2022,8,28,5,20,29.69,2.083848,2022-08-28 05:20:29.690,27,2022-08-28 05:20:29.690,27.25,103.047,3.9km,M2.1
27.0334,102.711043,16.037,2022,8,28,14,19,24.74,1.170852,2022-08-28 14:19:24.740,28,2022-08-28 14:19:24.740,27.033,102.711,16.0km,M1.2
27.186908,103.199219,2.425,2022,8,28,15,6,50.96,0.863886,2022-08-28 15:06:50.960,29,2022-08-28 15:06:50.960,27.187,103.199,2.4km,M0.9
26.911639,103.022827,22.53,2022,8,28,20,56,32.84,2.531427,2022-08-28 20:56:32.840,30,2022-08-28 20:56:32.840,26.912,103.023,22.5km,M2.5
26.91318,103.032446,13.994,2022,8,28,21,10,1.08,1.142053,2022-08-28 21:10:01.080,31,2022-08-28 21:10:01.080,26.913,103.032,14.0km,M1.1
26.894704,102.975456,5.571,2022,8,28,21,10,2.88,2.68535,2022-08-28 21:10:02.880,32,2022-08-28 21:10:02.880,26.895,102.975,5.6km,M2.7
26.866638,102.950602,13.484,2022,8,29,2,48,48.45,1.221374,2022-08-29 02:48:48.450,33,2022-08-29 02:48:48.450,26.867,102.951,13.5km,M1.2
26.910311,103.138289,13.263,2022,8,29,3,46,32.65,1.718537,2022-08-29 03:46:32.650,34,2022-08-29 03:46:32.650,26.91,103.138,13.3km,M1.7
27.066713,102.757739,1.345,2022,8,29,4,54,56.23,1.492617,2022-08-29 04:54:56.230,35,2022-08-29 04:54:56.230,27.067,102.758,1.3km,M1.5
27.139476,102.864217,14.387,2022,8,29,8,21,6.21,3.352404,2022-08-29 08:21:06.210,36,2022-08-29 08:21:06.210,27.139,102.864,14.4km,M3.4
27.105721,102.86062,11.049,2022,8,29,8,21,6.96,1.624625,2022-08-29 08:21:06.960,37,2022-08-29 08:21:06.960,27.106,102.861,11.0km,M1.6
26.952114,102.812402,5.698,2022,8,29,20,1,11.48,3.362897,2022-08-29 20:01:11.480,38,2022-08-29 20:01:11.480,26.952,102.812,5.7km,M3.4
27.113564,103.241064,5.03,2022,8,29,21,23,56.24,1.603696,2022-08-29 21:23:56.240,39,2022-08-29 21:23:56.240,27.114,103.241,5.0km,M1.6
27.136684,103.199715,3.449,2022,8,29,23,28,49.22,0.66584,2022-08-29 23:28:49.220,40,2022-08-29 23:28:49.220,27.137,103.2,3.4km,M0.7
27.138829,103.19821,8.784,2022,8,30,15,2,55.22,1.967088,2022-08-30 15:02:55.220,41,2022-08-30 15:02:55.220,27.139,103.198,8.8km,M2.0
27.118351,102.851506,12.372,2022,8,30,20,1,17.08,2.085852,2022-08-30 20:01:17.080,42,2022-08-30 20:01:17.080,27.118,102.852,12.4km,M2.1
27.114001,102.659757,1.906,2022,8,30,22,17,49.9,2.060446,2022-08-30 22:17:49.900,43,2022-08-30 22:17:49.900,27.114,102.66,1.9km,M2.1
26.802549,102.929134,5.759,2022,8,30,22,20,28.16,1.604206,2022-08-30 22:20:28.160,44,2022-08-30 22:20:28.160,26.803,102.929,5.8km,M1.6
26.75458,102.975122,14.956,2022,8,31,7,29,44.14,1.512043,2022-08-31 07:29:44.140,45,2022-08-31 07:29:44.140,26.755,102.975,15.0km,M1.5
26.811772,102.947184,14.856,2022,8,31,7,31,25.41,1.132205,2022-08-31 07:31:25.410,46,2022-08-31 07:31:25.410,26.812,102.947,14.9km,M1.1
27.003174,102.697803,18.681,2022,8,31,12,9,27.76,1.728934,2022-08-31 12:09:27.760,47,2022-08-31 12:09:27.760,27.003,102.698,18.7km,M1.7
27.116793,102.901099,27.204,2022,8,31,15,36,30.79,1.91946,2022-08-31 15:36:30.790,48,2022-08-31 15:36:30.790,27.117,102.901,27.2km,M1.9
26.871751,102.944751,6.746,2022,8,31,16,58,56.83,0.294668,2022-08-31 16:58:56.830,49,2022-08-31 16:58:56.830,26.872,102.945,6.7km,M0.3
26.810162,102.953947,15.294,2022,8,31,17,14,38.78,1.09688,2022-08-31 17:14:38.780,50,2022-08-31 17:14:38.780,26.81,102.954,15.3km,M1.1
26.825832,102.934212,20.076,2022,8,31,18,47,25.52,1.879047,2022-08-31 18:47:25.520,51,2022-08-31 18:47:25.520,26.826,102.934,20.1km,M1.9
27.111705,102.857845,3.499,2022,8,31,23,12,49.72,1.990048,2022-08-31 23:12:49.720,52,2022-08-31 23:12:49.720,27.112,102.858,3.5km,M2.0
26.736153,102.983464,24.648,2022,9,1,1,13,11.39,1.626286,2022-09-01 01:13:11.390,53,2022-09-01 01:13:11.390,26.736,102.983,24.6km,M1.6
26.637703,102.864901,10.499,2022,9,1,1,20,51.38,1.912852,2022-09-01 01:20:51.380,54,2022-09-01 01:20:51.380,26.638,102.865,10.5km,M1.9
27.035756,102.722754,15.11,2022,9,1,4,48,51.41,2.173741,2022-09-01 04:48:51.410,55,2022-09-01 04:48:51.410,27.036,102.723,15.1km,M2.2
27.03668,102.709538,16.389,2022,9,1,6,42,39.87,1.460414,2022-09-01 06:42:39.870,56,2022-09-01 06:42:39.870,27.037,102.71,16.4km,M1.5
26.773901,102.680282,19.466,2022,9,1,6,45,8.7,0.913739,2022-09-01 06:45:08.700,57,2022-09-01 06:45:08.700,26.774,102.68,19.5km,M0.9
27.065715,103.106559,23.089,2022,9,1,7,33,10.66,1.556165,2022-09-01 07:33:10.660,58,2022-09-01 07:33:10.660,27.066,103.107,23.1km,M1.6
26.968846,102.704085,18.145,2022,9,1,9,43,38.15,1.344322,2022-09-01 09:43:38.150,59,2022-09-01 09:43:38.150,26.969,102.704,18.1km,M1.3
27.107766,102.889714,23.433,2022,9,1,12,46,31.61,1.745815,2022-09-01 12:46:31.610,60,2022-09-01 12:46:31.610,27.108,102.89,23.4km,M1.7
26.956106,102.896159,6.623,2022,9,1,14,26,16.32,0.887843,2022-09-01 14:26:16.320,61,2022-09-01 14:26:16.320,26.956,102.896,6.6km,M0.9
26.852075,103.124951,2.539,2022,9,1,16,43,19.54,1.807032,2022-09-01 16:43:19.540,62,2022-09-01 16:43:19.540,26.852,103.125,2.5km,M1.8
26.811296,102.940755,12.824,2022,9,1,17,37,8.96,1.207037,2022-09-01 17:37:08.960,63,2022-09-01 17:37:08.960,26.811,102.941,12.8km,M1.2
26.839301,102.871834,10.658,2022,9,1,17,49,54.78,1.632863,2022-09-01 17:49:54.780,64,2022-09-01 17:49:54.780,26.839,102.872,10.7km,M1.6
26.940542,102.647371,13.539,2022,9,1,18,19,51.02,1.156317,2022-09-01 18:19:51.020,65,2022-09-01 18:19:51.020,26.941,102.647,13.5km,M1.2
26.965173,102.889242,23.441,2022,9,1,18,56,33.52,1.271399,2022-09-01 18:56:33.520,66,2022-09-01 18:56:33.520,26.965,102.889,23.4km,M1.3
26.863389,102.911149,14.568,2022,9,1,19,12,59.92,0.826049,2022-09-01 19:12:59.920,67,2022-09-01 19:12:59.920,26.863,102.911,14.6km,M0.8
26.863784,102.898747,15.836,2022,9,1,19,18,52.12,1.399675,2022-09-01 19:18:52.120,68,2022-09-01 19:18:52.120,26.864,102.899,15.8km,M1.4
26.679549,103.141911,19.267,2022,9,1,20,43,13.08,1.2522,2022-09-01 20:43:13.080,69,2022-09-01 20:43:13.080,26.68,103.142,19.3km,M1.3
26.908822,102.906307,1.051,2022,9,1,20,49,53.0,1.804053,2022-09-01 20:49:53.000,70,2022-09-01 20:49:53.000,26.909,102.906,1.1km,M1.8
26.999337,102.78099,18.007,2022,9,1,21,39,58.66,1.788446,2022-09-01 21:39:58.660,71,2022-09-01 21:39:58.660,26.999,102.781,18.0km,M1.8
26.963289,102.759945,7.835,2022,9,1,21,39,59.68,1.47535,2022-09-01 21:39:59.680,72,2022-09-01 21:39:59.680,26.963,102.76,7.8km,M1.5
27.120532,102.880819,27.246,2022,9,1,22,16,30.76,1.887474,2022-09-01 22:16:30.760,73,2022-09-01 22:16:30.760,27.121,102.881,27.2km,M1.9
27.045577,102.712923,17.319,2022,9,1,22,20,48.68,1.647203,2022-09-01 22:20:48.680,74,2022-09-01 22:20:48.680,27.046,102.713,17.3km,M1.6
27.015684,102.720207,14.77,2022,9,1,22,20,49.24,1.764929,2022-09-01 22:20:49.240,75,2022-09-01 22:20:49.240,27.016,102.72,14.8km,M1.8
26.996979,102.690723,13.001,2022,9,1,22,24,33.88,1.011602,2022-09-01 22:24:33.880,76,2022-09-01 22:24:33.880,26.997,102.691,13.0km,M1.0
26.871598,102.751603,26.312,2022,9,1,22,33,11.22,1.931509,2022-09-01 22:33:11.220,77,2022-09-01 22:33:11.220,26.872,102.752,26.3km,M1.9
26.773413,102.971891,20.843,2022,9,2,0,3,12.48,1.283521,2022-09-02 00:03:12.480,78,2022-09-02 00:03:12.480,26.773,102.972,20.8km,M1.3
26.963631,102.815503,19.322,2022,9,2,0,13,14.24,1.995532,2022-09-02 00:13:14.240,79,2022-09-02 00:13:14.240,26.964,102.816,19.3km,M2.0
27.121189,103.036898,6.795,2022,9,2,1,10,0.01,1.549102,2022-09-02 01:10:00.010,80,2022-09-02 01:10:00.010,27.121,103.037,6.8km,M1.5
27.288041,102.88811,26.402,2022,9,2,2,55,49.13,2.189899,2022-09-02 02:55:49.130,81,2022-09-02 02:55:49.130,27.288,102.888,26.4km,M2.2
26.863684,102.780176,24.5,2022,9,2,4,6,31.9,1.51278,2022-09-02 04:06:31.900,82,2022-09-02 04:06:31.900,26.864,102.78,24.5km,M1.5
26.871405,102.750822,27.229,2022,9,2,4,29,50.98,2.069918,2022-09-02 04:29:50.980,83,2022-09-02 04:29:50.980,26.871,102.751,27.2km,M2.1
26.845345,102.885417,8.981,2022,9,2,6,46,34.71,1.599072,2022-09-02 06:46:34.710,84,2022-09-02 06:46:34.710,26.845,102.885,9.0km,M1.6
27.287561,102.873031,5.442,2022,9,2,8,19,35.56,0.55644,2022-09-02 08:19:35.560,85,2022-09-02 08:19:35.560,27.288,102.873,5.4km,M0.6
27.085299,102.649601,5.8,2022,9,2,9,48,45.57,1.295217,2022-09-02 09:48:45.570,86,2022-09-02 09:48:45.570,27.085,102.65,5.8km,M1.3
27.269389,102.741178,5.992,2022,9,2,10,23,12.53,1.010545,2022-09-02 10:23:12.530,87,2022-09-02 10:23:12.530,27.269,102.741,6.0km,M1.0
27.267415,102.741764,5.898,2022,9,2,10,23,35.94,1.885639,2022-09-02 10:23:35.940,88,2022-09-02 10:23:35.940,27.267,102.742,5.9km,M1.9
27.288383,102.774406,7.8,2022,9,2,12,25,45.69,0.718009,2022-09-02 12:25:45.690,89,2022-09-02 12:25:45.690,27.288,102.774,7.8km,M0.7
26.814685,102.869849,16.025,2022,9,2,12,27,44.22,1.899858,2022-09-02 12:27:44.220,90,2022-09-02 12:27:44.220,26.815,102.87,16.0km,M1.9
27.3429,103.046769,13.942,2022,9,2,13,14,50.16,1.664422,2022-09-02 13:14:50.160,91,2022-09-02 13:14:50.160,27.343,103.047,13.9km,M1.7
26.949099,102.584782,20.182,2022,9,2,13,17,14.19,1.90427,2022-09-02 13:17:14.190,92,2022-09-02 13:17:14.190,26.949,102.585,20.2km,M1.9
26.919124,102.999821,13.765,2022,9,2,13,49,11.71,1.412466,2022-09-02 13:49:11.710,93,2022-09-02 13:49:11.710,26.919,103.0,13.8km,M1.4
26.967141,102.887956,23.461,2022,9,2,15,19,53.5,1.936187,2022-09-02 15:19:53.500,94,2022-09-02 15:19:53.500,26.967,102.888,23.5km,M1.9
26.879012,102.921761,7.317,2022,9,2,16,34,23.35,2.350138,2022-09-02 16:34:23.350,95,2022-09-02 16:34:23.350,26.879,102.922,7.3km,M2.4
26.856728,103.000838,14.367,2022,9,2,16,46,34.98,1.999779,2022-09-02 16:46:34.980,96,2022-09-02 16:46:34.980,26.857,103.001,14.4km,M2.0
26.871635,102.751172,27.143,2022,9,2,16,59,51.0,3.19848,2022-09-02 16:59:51.000,97,2022-09-02 16:59:51.000,26.872,102.751,27.1km,M3.2
26.856112,103.000537,14.094,2022,9,2,17,36,35.04,1.604254,2022-09-02 17:36:35.040,98,2022-09-02 17:36:35.040,26.856,103.001,14.1km,M1.6
27.121383,102.876457,27.017,2022,9,2,17,39,50.8,1.565054,2022-09-02 17:39:50.800,99,2022-09-02 17:39:50.800,27.121,102.876,27.0km,M1.6
26.789417,102.744336,9.733,2022,9,2,18,36,32.52,1.936782,2022-09-02 18:36:32.520,100,2022-09-02 18:36:32.520,26.789,102.744,9.7km,M1.9
26.973057,102.871818,27.709,2022,9,2,18,43,8.66,1.297705,2022-09-02 18:43:08.660,101,2022-09-02 18:43:08.660,26.973,102.872,27.7km,M1.3
26.872817,102.750895,26.598,2022,9,2,20,29,51.12,1.259788,2022-09-02 20:29:51.120,102,2022-09-02 20:29:51.120,26.873,102.751,26.6km,M1.3
26.904675,103.018498,24.392,2022,9,2,20,56,32.4,1.698678,2022-09-02 20:56:32.400,103,2022-09-02 20:56:32.400,26.905,103.018,24.4km,M1.7
27.067773,103.112703,23.807,2022,9,2,23,53,10.48,1.054013,2022-09-02 23:53:10.480,104,2022-09-02 23:53:10.480,27.068,103.113,23.8km,M1.1
27.020249,102.721501,14.131,2022,9,3,2,9,43.56,1.643769,2022-09-03 02:09:43.560,105,2022-09-03 02:09:43.560,27.02,102.722,14.1km,M1.6
27.127486,102.853092,13.13,2022,9,3,13,56,27.87,1.228122,2022-09-03 13:56:27.870,106,2022-09-03 13:56:27.870,27.127,102.853,13.1km,M1.2
27.086886,102.782129,12.885,2022,9,3,15,10,35.55,1.357893,2022-09-03 15:10:35.550,107,2022-09-03 15:10:35.550,27.087,102.782,12.9km,M1.4
27.065086,102.767358,11.957,2022,9,3,15,10,36.03,2.159613,2022-09-03 15:10:36.030,108,2022-09-03 15:10:36.030,27.065,102.767,12.0km,M2.2
27.087488,102.782845,12.361,2022,9,3,15,13,25.7,1.510148,2022-09-03 15:13:25.700,109,2022-09-03 15:13:25.700,27.087,102.783,12.4km,M1.5
27.070697,102.765983,11.154,2022,9,3,15,13,26.25,1.541846,2022-09-03 15:13:26.250,110,2022-09-03 15:13:26.250,27.071,102.766,11.2km,M1.5
26.95836,102.933154,10.017,2022,9,3,15,55,1.04,1.490799,2022-09-03 15:55:01.040,111,2022-09-03 15:55:01.040,26.958,102.933,10.0km,M1.5
26.95449,102.928076,10.565,2022,9,3,15,55,1.16,1.334811,2022-09-03 15:55:01.160,112,2022-09-03 15:55:01.160,26.954,102.928,10.6km,M1.3
27.098393,102.787012,11.889,2022,9,3,16,13,8.68,1.152587,2022-09-03 16:13:08.680,113,2022-09-03 16:13:08.680,27.098,102.787,11.9km,M1.2
27.185748,102.797624,11.857,2022,9,3,16,23,4.65,1.315506,2022-09-03 16:23:04.650,114,2022-09-03 16:23:04.650,27.186,102.798,11.9km,M1.3
26.992999,102.960962,18.696,2022,9,3,16,23,14.36,1.724758,2022-09-03 16:23:14.360,115,2022-09-03 16:23:14.360,26.993,102.961,18.7km,M1.7
27.099066,102.784212,13.438,2022,9,3,16,36,1.24,1.976003,2022-09-03 16:36:01.240,116,2022-09-03 16:36:01.240,27.099,102.784,13.4km,M2.0
27.074522,102.758659,12.98,2022,9,3,16,36,1.77,1.998892,2022-09-03 16:36:01.770,117,2022-09-03 16:36:01.770,27.075,102.759,13.0km,M2.0
27.085903,102.715088,1.839,2022,9,3,16,43,14.5,1.560119,2022-09-03 16:43:14.500,118,2022-09-03 16:43:14.500,27.086,102.715,1.8km,M1.6
26.871387,102.750854,27.246,2022,9,3,17,3,10.98,1.332257,2022-09-03 17:03:10.980,119,2022-09-03 17:03:10.980,26.871,102.751,27.2km,M1.3
26.681183,103.15494,26.339,2022,9,3,19,59,51.24,0.675808,2022-09-03 19:59:51.240,120,2022-09-03 19:59:51.240,26.681,103.155,26.3km,M0.7
27.031252,102.746989,16.147,2022,9,3,21,1,49.56,1.857258,2022-09-03 21:01:49.560,121,2022-09-03 21:01:49.560,27.031,102.747,16.1km,M1.9
27.02877,103.013021,8.708,2022,9,4,1,3,15.12,2.036809,2022-09-04 01:03:15.120,122,2022-09-04 01:03:15.120,27.029,103.013,8.7km,M2.0
27.20437,102.823657,5.026,2022,9,4,1,46,2.14,1.638661,2022-09-04 01:46:02.140,123,2022-09-04 01:46:02.140,27.204,102.824,5.0km,M1.6
26.811017,103.150741,4.662,2022,9,4,1,48,19.53,1.501308,2022-09-04 01:48:19.530,124,2022-09-04 01:48:19.530,26.811,103.151,4.7km,M1.5
26.871108,102.750016,28.237,2022,9,4,5,43,10.72,1.919111,2022-09-04 05:43:10.720,125,2022-09-04 05:43:10.720,26.871,102.75,28.2km,M1.9
27.173918,102.967651,4.696,2022,9,4,7,33,52.0,1.833529,2022-09-04 07:33:52.000,126,2022-09-04 07:33:52.000,27.174,102.968,4.7km,M1.8
26.783995,102.96272,31.562,2022,9,4,9,49,49.62,1.758732,2022-09-04 09:49:49.620,127,2022-09-04 09:49:49.620,26.784,102.963,31.6km,M1.8
26.637994,102.915063,7.809,2022,9,4,10,19,55.18,2.074867,2022-09-04 10:19:55.180,128,2022-09-04 10:19:55.180,26.638,102.915,7.8km,M2.1
27.038784,102.627384,12.646,2022,9,4,10,26,12.22,1.432435,2022-09-04 10:26:12.220,129,2022-09-04 10:26:12.220,27.039,102.627,12.6km,M1.4
26.815792,102.873136,15.96,2022,9,4,13,36,34.22,2.082863,2022-09-04 13:36:34.220,130,2022-09-04 13:36:34.220,26.816,102.873,16.0km,M2.1
26.915287,103.011043,19.785,2022,9,4,14,9,53.33,1.222013,2022-09-04 14:09:53.330,131,2022-09-04 14:09:53.330,26.915,103.011,19.8km,M1.2
27.017889,102.717798,16.716,2022,9,4,17,32,51.34,2.182236,2022-09-04 17:32:51.340,132,2022-09-04 17:32:51.340,27.018,102.718,16.7km,M2.2
27.043577,102.741732,16.511,2022,9,4,17,32,51.42,0.867913,2022-09-04 17:32:51.420,133,2022-09-04 17:32:51.420,27.044,102.742,16.5km,M0.9
27.112453,102.888932,25.048,2022,9,4,18,26,31.28,1.987642,2022-09-04 18:26:31.280,134,2022-09-04 18:26:31.280,27.112,102.889,25.0km,M2.0
27.020087,102.804769,7.073,2022,9,4,18,54,27.08,1.331758,2022-09-04 18:54:27.080,135,2022-09-04 18:54:27.080,27.02,102.805,7.1km,M1.3
26.967141,102.887956,23.461,2022,9,4,20,39,53.5,2.291175,2022-09-04 20:39:53.500,136,2022-09-04 20:39:53.500,26.967,102.888,23.5km,M2.3
27.101786,102.96014,27.679,2022,9,4,21,26,30.8,1.470477,2022-09-04 21:26:30.800,137,2022-09-04 21:26:30.800,27.102,102.96,27.7km,M1.5
26.800157,102.907747,8.219,2022,9,4,21,36,25.0,2.061886,2022-09-04 21:36:25.000,138,2022-09-04 21:36:25.000,26.8,102.908,8.2km,M2.1
26.876015,102.753776,27.065,2022,9,4,21,49,51.1,1.747661,2022-09-04 21:49:51.100,139,2022-09-04 21:49:51.100,26.876,102.754,27.1km,M1.7
27.0961,102.990186,13.098,2022,9,4,23,26,33.74,1.292756,2022-09-04 23:26:33.740,140,2022-09-04 23:26:33.740,27.096,102.99,13.1km,M1.3
26.632951,102.912598,16.328,2022,9,5,2,19,53.76,1.519773,2022-09-05 02:19:53.760,141,2022-09-05 02:19:53.760,26.633,102.913,16.3km,M1.5
26.979964,102.893449,23.73,2022,9,5,2,23,13.42,1.522072,2022-09-05 02:23:13.420,142,2022-09-05 02:23:13.420,26.98,102.893,23.7km,M1.5
26.919733,103.088973,19.856,2022,9,5,2,39,52.54,1.532116,2022-09-05 02:39:52.540,143,2022-09-05 02:39:52.540,26.92,103.089,19.9km,M1.5
27.006148,102.677865,21.335,2022,9,5,4,42,19.35,1.214076,2022-09-05 04:42:19.350,144,2022-09-05 04:42:19.350,27.006,102.678,21.3km,M1.2
27.380237,102.976864,20.612,2022,9,5,4,53,0.01,2.328886,2022-09-05 04:53:00.010,145,2022-09-05 04:53:00.010,27.38,102.977,20.6km,M2.3
26.916003,102.915267,12.079,2022,9,5,4,53,7.96,1.244924,2022-09-05 04:53:07.960,146,2022-09-05 04:53:07.960,26.916,102.915,12.1km,M1.2
26.903312,102.867399,15.348,2022,9,5,4,53,15.55,1.668287,2022-09-05 04:53:15.550,147,2022-09-05 04:53:15.550,26.903,102.867,15.3km,M1.7
26.681183,103.15494,26.339,2022,9,5,5,16,31.22,2.109487,2022-09-05 05:16:31.220,148,2022-09-05 05:16:31.220,26.681,103.155,26.3km,M2.1
26.777248,102.90957,12.607,2022,9,5,5,26,34.96,2.073975,2022-09-05 05:26:34.960,149,2022-09-05 05:26:34.960,26.777,102.91,12.6km,M2.1
27.13983,102.736475,11.46,2022,9,5,5,47,33.77,1.495822,2022-09-05 05:47:33.770,150,2022-09-05 05:47:33.770,27.14,102.736,11.5km,M1.5
27.094189,102.992725,12.005,2022,9,5,6,33,13.85,1.723174,2022-09-05 06:33:13.850,151,2022-09-05 06:33:13.850,27.094,102.993,12.0km,M1.7
27.270211,102.894246,13.096,2022,9,5,7,13,34.21,1.001697,2022-09-05 07:13:34.210,152,2022-09-05 07:13:34.210,27.27,102.894,13.1km,M1.0
27.352901,103.024089,11.631,2022,9,5,9,39,59.45,1.349393,2022-09-05 09:39:59.450,153,2022-09-05 09:39:59.450,27.353,103.024,11.6km,M1.3
27.104673,102.960107,18.889,2022,9,5,12,56,32.96,1.929387,2022-09-05 12:56:32.960,154,2022-09-05 12:56:32.960,27.105,102.96,18.9km,M1.9
27.084363,102.800741,5.631,2022,9,5,15,46,32.94,2.457271,2022-09-05 15:46:32.940,155,2022-09-05 15:46:32.940,27.084,102.801,5.6km,M2.5
27.122148,103.009839,14.546,2022,9,5,17,44,32.6,0.873811,2022-09-05 17:44:32.600,156,2022-09-05 17:44:32.600,27.122,103.01,14.5km,M0.9
26.985978,102.930086,21.315,2022,9,5,17,44,33.34,2.165519,2022-09-05 17:44:33.340,157,2022-09-05 17:44:33.340,26.986,102.93,21.3km,M2.2
27.368195,102.960767,18.258,2022,9,5,21,29,25.64,2.105973,2022-09-05 21:29:25.640,158,2022-09-05 21:29:25.640,27.368,102.961,18.3km,M2.1
26.682497,103.153817,17.997,2022,9,5,21,29,53.12,1.360871,2022-09-05 21:29:53.120,159,2022-09-05 21:29:53.120,26.682,103.154,18.0km,M1.4
27.041498,102.75459,15.864,2022,9,5,21,43,22.36,1.444868,2022-09-05 21:43:22.360,160,2022-09-05 21:43:22.360,27.041,102.755,15.9km,M1.4
27.094206,102.99266,12.022,2022,9,5,22,9,53.84,0.509088,2022-09-05 22:09:53.840,161,2022-09-05 22:09:53.840,27.094,102.993,12.0km,M0.5
27.104673,102.960107,18.889,2022,9,5,22,13,12.96,1.646154,2022-09-05 22:13:12.960,162,2022-09-05 22:13:12.960,27.105,102.96,18.9km,M1.6
27.108925,102.994287,17.613,2022,9,5,22,17,2.88,1.787812,2022-09-05 22:17:02.880,163,2022-09-05 22:17:02.880,27.109,102.994,17.6km,M1.8
