latitude,longitude,depth,year,month,day,hour,minute,second,mag,timeStr,event_id,fmt_time,fmt_lat,fmt_lon,fmt_depth,fmt_mag
27.979,100.956,6,2023,1,1,12,59,1.68,3.0,2023-01-01 12:59:01.68,22,2023-01-01 12:59:01.68,27.979,100.956,6km,M3.0
17.6,93.39,38,2023,1,1,13,27,9.9,4.2,2023-01-01 13:27:09.90,23,2023-01-01 13:27:09.90,17.6,93.39,38km,M4.2
29.251,105.501,1,2023,1,1,14,7,8.73,2.0,2023-01-01 14:07:08.73,24,2023-01-01 14:07:08.73,29.251,105.501,1km,M2.0
36.68,70.94,186,2023,1,1,14,39,45.0,4.2,2023-01-01 14:39:45.00,25,2023-01-01 14:39:45.00,36.68,70.94,186km,M4.2
40.9,84.016,6,2023,1,1,14,52,30.44,2.2,2023-01-01 14:52:30.44,26,2023-01-01 14:52:30.44,40.9,84.016,6km,M2.2
41.141,84.066,8,2023,1,1,14,53,32.12,2.4,2023-01-01 14:53:32.12,27,2023-01-01 14:53:32.12,41.141,84.066,8km,M2.4
34.723,99.634,8,2023,1,1,14,54,47.4,2.2,2023-01-01 14:54:47.40,28,2023-01-01 14:54:47.40,34.723,99.634,8km,M2.2
21.196,100.001,6,2023,1,1,15,9,56.76,2.4,2023-01-01 15:09:56.76,29,2023-01-01 15:09:56.76,21.196,100.001,6km,M2.4
40.64,122.896,4,2023,1,1,15,18,3.74,2.3,2023-01-01 15:18:03.74,30,2023-01-01 15:18:03.74,40.64,122.896,4km,M2.3
32.054,95.384,10,2023,1,1,15,59,11.07,3.2,2023-01-01 15:59:11.07,31,2023-01-01 15:59:11.07,32.054,95.384,10km,M3.2
33.641,97.434,7,2023,1,1,16,5,18.04,2.1,2023-01-01 16:05:18.04,32,2023-01-01 16:05:18.04,33.641,97.434,7km,M2.1
40.65,112.456,10,2023,1,1,16,40,4.0,2.4,2023-01-01 16:40:04.00,33,2023-01-01 16:40:04.00,40.65,112.456,10km,M2.4
41.141,83.579,10,2023,1,1,16,44,7.81,3.0,2023-01-01 16:44:07.81,34,2023-01-01 16:44:07.81,41.141,83.579,10km,M3.0
23.963,122.41,13,2023,1,1,16,47,7.36,3.6,2023-01-01 16:47:07.36,35,2023-01-01 16:47:07.36,23.963,122.41,13km,M3.6
38.821,75.842,39,2023,1,1,17,20,7.49,3.7,2023-01-01 17:20:07.49,36,2023-01-01 17:20:07.49,38.821,75.842,39km,M3.7
32.295,101.839,6,2023,1,1,17,37,53.3,2.4,2023-01-01 17:37:53.30,37,2023-01-01 17:37:53.30,32.295,101.839,6km,M2.4
29.881,94.946,10,2023,1,1,17,45,20.79,2.4,2023-01-01 17:45:20.79,38,2023-01-01 17:45:20.79,29.881,94.946,10km,M2.4
24.308,98.852,6,2023,1,1,17,48,26.09,2.0,2023-01-01 17:48:26.09,39,2023-01-01 17:48:26.09,24.308,98.852,6km,M2.0
23.637,99.111,5,2023,1,1,17,48,26.94,2.0,2023-01-01 17:48:26.94,40,2023-01-01 17:48:26.94,23.637,99.111,5km,M2.0
29.288,105.416,5,2023,1,1,17,49,6.54,2.1,2023-01-01 17:49:06.54,41,2023-01-01 17:49:06.54,29.288,105.416,5km,M2.1
23.13,106.474,6,2023,1,1,17,52,37.63,2.5,2023-01-01 17:52:37.63,42,2023-01-01 17:52:37.63,23.13,106.474,6km,M2.5
42.558,82.993,24,2023,1,1,18,5,52.94,3.0,2023-01-01 18:05:52.94,43,2023-01-01 18:05:52.94,42.558,82.993,24km,M3.0
29.877,94.952,10,2023,1,1,18,12,26.09,2.6,2023-01-01 18:12:26.09,44,2023-01-01 18:12:26.09,29.877,94.952,10km,M2.6
29.553,104.522,2,2023,1,1,18,12,49.99,2.3,2023-01-01 18:12:49.99,45,2023-01-01 18:12:49.99,29.553,104.522,2km,M2.3
41.062,83.558,14,2023,1,1,18,25,48.15,3.6,2023-01-01 18:25:48.15,46,2023-01-01 18:25:48.15,41.062,83.558,14km,M3.6
42.074,79.255,6,2023,1,1,18,57,28.87,2.1,2023-01-01 18:57:28.87,47,2023-01-01 18:57:28.87,42.074,79.255,6km,M2.1
40.102,75.227,10,2023,1,1,19,45,32.64,2.4,2023-01-01 19:45:32.64,48,2023-01-01 19:45:32.64,40.102,75.227,10km,M2.4
35.545,99.114,10,2023,1,1,19,53,3.57,2.3,2023-01-01 19:53:03.57,49,2023-01-01 19:53:03.57,35.545,99.114,10km,M2.3
35.678,80.701,7,2023,1,1,19,54,50.84,2.5,2023-01-01 19:54:50.84,50,2023-01-01 19:54:50.84,35.678,80.701,7km,M2.5
41.84,80.378,10,2023,1,1,20,6,14.81,2.3,2023-01-01 20:06:14.81,51,2023-01-01 20:06:14.81,41.84,80.378,10km,M2.3
39.17,75.871,10,2023,1,1,20,21,5.19,2.1,2023-01-01 20:21:05.19,52,2023-01-01 20:21:05.19,39.17,75.871,10km,M2.1
36.77,77.15,108,2023,1,1,21,2,57.5,3.0,2023-01-01 21:02:57.50,53,2023-01-01 21:02:57.50,36.77,77.15,108km,M3.0
36.779,77.158,109,2023,1,1,21,2,58.43,4.6,2023-01-01 21:02:58.43,54,2023-01-01 21:02:58.43,36.779,77.158,109km,M4.6
32.438,104.835,15,2023,1,1,21,8,30.17,3.4,2023-01-01 21:08:30.17,55,2023-01-01 21:08:30.17,32.438,104.835,15km,M3.4
38.462,76.046,140,2023,1,1,21,10,52.93,2.0,2023-01-01 21:10:52.93,56,2023-01-01 21:10:52.93,38.462,76.046,140km,M2.0
33.126,120.922,6,2023,1,1,21,21,52.31,2.7,2023-01-01 21:21:52.31,57,2023-01-01 21:21:52.31,33.126,120.922,6km,M2.7
32.379,97.579,10,2023,1,1,21,31,54.74,2.1,2023-01-01 21:31:54.74,58,2023-01-01 21:31:54.74,32.379,97.579,10km,M2.1
29.903,94.946,10,2023,1,1,21,49,16.95,2.7,2023-01-01 21:49:16.95,59,2023-01-01 21:49:16.95,29.903,94.946,10km,M2.7
38.529,73.877,115,2023,1,1,21,57,55.05,2.4,2023-01-01 21:57:55.05,60,2023-01-01 21:57:55.05,38.529,73.877,115km,M2.4
38.822,75.826,22,2023,1,1,22,0,49.92,2.1,2023-01-01 22:00:49.92,61,2023-01-01 22:00:49.92,38.822,75.826,22km,M2.1
31.83,92.835,10,2023,1,1,22,55,3.64,2.6,2023-01-01 22:55:03.64,62,2023-01-01 22:55:03.64,31.83,92.835,10km,M2.6
23.375,98.409,34,2023,1,1,23,13,42.66,2.3,2023-01-01 23:13:42.66,63,2023-01-01 23:13:42.66,23.375,98.409,34km,M2.3
26.913,102.773,5,2023,1,1,23,29,18.82,2.0,2023-01-01 23:29:18.82,64,2023-01-01 23:29:18.82,26.913,102.773,5km,M2.0
28.242,104.863,14,2023,1,2,0,4,8.02,2.0,2023-01-02 00:04:08.02,65,2023-01-02 00:04:08.02,28.242,104.863,14km,M2.0
26.86,101.175,16,2023,1,2,0,11,21.03,2.3,2023-01-02 00:11:21.03,66,2023-01-02 00:11:21.03,26.86,101.175,16km,M2.3
27.112,102.885,10,2023,1,2,0,12,25.33,2.4,2023-01-02 00:12:25.33,67,2023-01-02 00:12:25.33,27.112,102.885,10km,M2.4
43.588,83.254,10,2023,1,2,0,17,25.77,2.3,2023-01-02 00:17:25.77,68,2023-01-02 00:17:25.77,43.588,83.254,10km,M2.3
24.263,98.633,10,2023,1,2,0,23,50.44,2.2,2023-01-02 00:23:50.44,69,2023-01-02 00:23:50.44,24.263,98.633,10km,M2.2
40.244,111.817,6,2023,1,2,0,29,52.77,2.4,2023-01-02 00:29:52.77,70,2023-01-02 00:29:52.77,40.244,111.817,6km,M2.4
41.094,83.993,7,2023,1,2,1,15,52.89,2.4,2023-01-02 01:15:52.89,71,2023-01-02 01:15:52.89,41.094,83.993,7km,M2.4
32.005,101.068,8,2023,1,2,1,16,19.44,2.4,2023-01-02 01:16:19.44,72,2023-01-02 01:16:19.44,32.005,101.068,8km,M2.4
42.614,83.202,10,2023,1,2,2,14,30.58,2.5,2023-01-02 02:14:30.58,73,2023-01-02 02:14:30.58,42.614,83.202,10km,M2.5
35.967,77.759,6,2023,1,2,2,23,23.54,2.4,2023-01-02 02:23:23.54,74,2023-01-02 02:23:23.54,35.967,77.759,6km,M2.4
35.56,99.106,9,2023,1,2,4,16,38.04,2.2,2023-01-02 04:16:38.04,75,2023-01-02 04:16:38.04,35.56,99.106,9km,M2.2
38.144,120.335,10,2023,1,2,5,44,2.84,2.4,2023-01-02 05:44:02.84,76,2023-01-02 05:44:02.84,38.144,120.335,10km,M2.4
35.517,102.842,5,2023,1,2,5,48,4.32,2.2,2023-01-02 05:48:04.32,77,2023-01-02 05:48:04.32,35.517,102.842,5km,M2.2
40.204,77.257,7,2023,1,2,5,59,22.99,2.1,2023-01-02 05:59:22.99,78,2023-01-02 05:59:22.99,40.204,77.257,7km,M2.1
31.808,101.265,2,2023,1,2,6,13,3.85,2.1,2023-01-02 06:13:03.85,79,2023-01-02 06:13:03.85,31.808,101.265,2km,M2.1
31.779,86.3,10,2023,1,2,6,29,19.1,2.6,2023-01-02 06:29:19.10,80,2023-01-02 06:29:19.10,31.779,86.3,10km,M2.6
37.344,79.747,8,2023,1,2,6,41,59.87,2.2,2023-01-02 06:41:59.87,81,2023-01-02 06:41:59.87,37.344,79.747,8km,M2.2
24.25,102.674,10,2023,1,2,7,0,26.48,2.0,2023-01-02 07:00:26.48,82,2023-01-02 07:00:26.48,24.25,102.674,10km,M2.0
37.048,79.575,8,2023,1,2,7,5,13.6,2.1,2023-01-02 07:05:13.60,83,2023-01-02 07:05:13.60,37.048,79.575,8km,M2.1
41.426,83.651,30,2023,1,2,7,13,36.22,2.1,2023-01-02 07:13:36.22,84,2023-01-02 07:13:36.22,41.426,83.651,30km,M2.1
29.605,102.009,5,2023,1,2,7,22,28.08,2.3,2023-01-02 07:22:28.08,85,2023-01-02 07:22:28.08,29.605,102.009,5km,M2.3
33.392,86.762,10,2023,1,2,8,22,27.98,2.4,2023-01-02 08:22:27.98,86,2023-01-02 08:22:27.98,33.392,86.762,10km,M2.4
27.66,90.288,10,2023,1,2,8,37,24.05,3.2,2023-01-02 08:37:24.05,87,2023-01-02 08:37:24.05,27.66,90.288,10km,M3.2
32.829,104.21,19,2023,1,2,8,49,32.99,2.0,2023-01-02 08:49:32.99,88,2023-01-02 08:49:32.99,32.829,104.21,19km,M2.0
41.245,83.996,20,2023,1,2,9,57,44.77,3.4,2023-01-02 09:57:44.77,89,2023-01-02 09:57:44.77,41.245,83.996,20km,M3.4
41.136,84.027,7,2023,1,2,10,34,4.52,2.2,2023-01-02 10:34:04.52,90,2023-01-02 10:34:04.52,41.136,84.027,7km,M2.2
41.228,84.012,8,2023,1,2,10,40,39.76,2.1,2023-01-02 10:40:39.76,91,2023-01-02 10:40:39.76,41.228,84.012,8km,M2.1
41.231,84.049,13,2023,1,2,11,18,28.16,3.0,2023-01-02 11:18:28.16,92,2023-01-02 11:18:28.16,41.231,84.049,13km,M3.0
35.706,99.311,10,2023,1,2,11,30,40.77,2.4,2023-01-02 11:30:40.77,93,2023-01-02 11:30:40.77,35.706,99.311,10km,M2.4
31.556,101.425,4,2023,1,2,11,53,57.92,2.4,2023-01-02 11:53:57.92,94,2023-01-02 11:53:57.92,31.556,101.425,4km,M2.4
42.604,83.106,43,2023,1,2,11,58,7.91,2.0,2023-01-02 11:58:07.91,95,2023-01-02 11:58:07.91,42.604,83.106,43km,M2.0
31.922,94.988,10,2023,1,2,12,1,13.05,2.6,2023-01-02 12:01:13.05,96,2023-01-02 12:01:13.05,31.922,94.988,10km,M2.6
27.59,101.199,20,2023,1,2,12,19,46.25,2.4,2023-01-02 12:19:46.25,97,2023-01-02 12:19:46.25,27.59,101.199,20km,M2.4
27.637,90.3,16,2023,1,2,12,21,33.02,3.8,2023-01-02 12:21:33.02,98,2023-01-02 12:21:33.02,27.637,90.3,16km,M3.8
40.802,83.804,15,2023,1,2,12,34,51.98,2.5,2023-01-02 12:34:51.98,99,2023-01-02 12:34:51.98,40.802,83.804,15km,M2.5
41.172,84.008,17,2023,1,2,12,41,28.06,2.9,2023-01-02 12:41:28.06,100,2023-01-02 12:41:28.06,41.172,84.008,17km,M2.9
40.139,83.104,106,2023,1,2,13,0,29.42,3.2,2023-01-02 13:00:29.42,101,2023-01-02 13:00:29.42,40.139,83.104,106km,M3.2
28.45,100.685,4,2023,1,2,13,51,17.41,2.1,2023-01-02 13:51:17.41,102,2023-01-02 13:51:17.41,28.45,100.685,4km,M2.1
41.083,84.061,10,2023,1,2,14,26,58.95,2.9,2023-01-02 14:26:58.95,103,2023-01-02 14:26:58.95,41.083,84.061,10km,M2.9
41.992,88.852,18,2023,1,2,15,26,53.08,2.3,2023-01-02 15:26:53.08,104,2023-01-02 15:26:53.08,41.992,88.852,18km,M2.3
38.766,75.416,17,2023,1,2,16,7,46.46,3.0,2023-01-02 16:07:46.46,105,2023-01-02 16:07:46.46,38.766,75.416,17km,M3.0
36.149,78.396,116,2023,1,2,16,14,28.17,3.9,2023-01-02 16:14:28.17,106,2023-01-02 16:14:28.17,36.149,78.396,116km,M3.9
44.03,94.933,10,2023,1,2,16,38,45.66,2.1,2023-01-02 16:38:45.66,107,2023-01-02 16:38:45.66,44.03,94.933,10km,M2.1
41.065,98.733,8,2023,1,2,16,40,42.28,2.4,2023-01-02 16:40:42.28,108,2023-01-02 16:40:42.28,41.065,98.733,8km,M2.4
29.512,101.96,5,2023,1,2,17,15,10.13,2.6,2023-01-02 17:15:10.13,109,2023-01-02 17:15:10.13,29.512,101.96,5km,M2.6
41.236,83.724,15,2023,1,2,17,53,15.47,2.4,2023-01-02 17:53:15.47,110,2023-01-02 17:53:15.47,41.236,83.724,15km,M2.4
44.571,79.561,15,2023,1,2,18,45,10.29,2.3,2023-01-02 18:45:10.29,111,2023-01-02 18:45:10.29,44.571,79.561,15km,M2.3
26.348,102.438,16,2023,1,2,19,0,7.89,2.3,2023-01-02 19:00:07.89,112,2023-01-02 19:00:07.89,26.348,102.438,16km,M2.3
29.472,103.995,12,2023,1,2,19,4,9.31,2.1,2023-01-02 19:04:09.31,113,2023-01-02 19:04:09.31,29.472,103.995,12km,M2.1
36.308,79.952,16,2023,1,2,19,11,8.14,2.4,2023-01-02 19:11:08.14,114,2023-01-02 19:11:08.14,36.308,79.952,16km,M2.4
42.585,108.762,10,2023,1,2,19,14,33.19,3.4,2023-01-02 19:14:33.19,115,2023-01-02 19:14:33.19,42.585,108.762,10km,M3.4
30.094,94.056,7,2023,1,2,20,48,16.25,2.4,2023-01-02 20:48:16.25,116,2023-01-02 20:48:16.25,30.094,94.056,7km,M2.4
43.916,86.397,32,2023,1,2,21,0,28.32,2.2,2023-01-02 21:00:28.32,117,2023-01-02 21:00:28.32,43.916,86.397,32km,M2.2
41.052,83.995,16,2023,1,2,21,45,57.55,2.0,2023-01-02 21:45:57.55,118,2023-01-02 21:45:57.55,41.052,83.995,16km,M2.0
41.071,84.056,16,2023,1,2,22,34,32.63,2.2,2023-01-02 22:34:32.63,119,2023-01-02 22:34:32.63,41.071,84.056,16km,M2.2
44.224,86.208,17,2023,1,2,22,57,24.41,2.0,2023-01-02 22:57:24.41,120,2023-01-02 22:57:24.41,44.224,86.208,17km,M2.0
22.516,101.367,10,2023,1,2,23,16,7.39,2.8,2023-01-02 23:16:07.39,121,2023-01-02 23:16:07.39,22.516,101.367,10km,M2.8
26.442,100.103,10,2023,1,2,23,39,13.35,2.0,2023-01-02 23:39:13.35,122,2023-01-02 23:39:13.35,26.442,100.103,10km,M2.0
41.18,83.675,15,2023,1,2,23,41,24.16,2.4,2023-01-02 23:41:24.16,123,2023-01-02 23:41:24.16,41.18,83.675,15km,M2.4
41.174,83.687,15,2023,1,2,23,49,27.55,2.3,2023-01-02 23:49:27.55,124,2023-01-02 23:49:27.55,41.174,83.687,15km,M2.3
28.749,96.721,14,2023,1,2,23,51,2.26,2.5,2023-01-02 23:51:02.26,125,2023-01-02 23:51:02.26,28.749,96.721,14km,M2.5
31.275,111.317,7,2023,1,3,0,18,41.97,2.5,2023-01-03 00:18:41.97,126,2023-01-03 00:18:41.97,31.275,111.317,7km,M2.5
31.048,95.511,10,2023,1,3,0,44,59.36,2.0,2023-01-03 00:44:59.36,127,2023-01-03 00:44:59.36,31.048,95.511,10km,M2.0
35.546,113.868,9,2023,1,3,0,46,33.61,2.4,2023-01-03 00:46:33.61,128,2023-01-03 00:46:33.61,35.546,113.868,9km,M2.4
24.278,98.639,13,2023,1,3,0,49,57.87,2.6,2023-01-03 00:49:57.87,129,2023-01-03 00:49:57.87,24.278,98.639,13km,M2.6
38.271,100.125,23,2023,1,3,0,59,5.92,2.0,2023-01-03 00:59:05.92,130,2023-01-03 00:59:05.92,38.271,100.125,23km,M2.0
44.029,84.866,18,2023,1,3,1,20,58.33,2.6,2023-01-03 01:20:58.33,131,2023-01-03 01:20:58.33,44.029,84.866,18km,M2.6
41.213,84.031,9,2023,1,3,1,49,30.56,3.8,2023-01-03 01:49:30.56,132,2023-01-03 01:49:30.56,41.213,84.031,9km,M3.8
23.851,116.008,7,2023,1,3,1,55,5.4,2.1,2023-01-03 01:55:05.40,133,2023-01-03 01:55:05.40,23.851,116.008,7km,M2.1
38.744,92.881,10,2023,1,3,2,46,27.62,2.1,2023-01-03 02:46:27.62,134,2023-01-03 02:46:27.62,38.744,92.881,10km,M2.1
38.736,92.918,10,2023,1,3,2,47,1.69,3.5,2023-01-03 02:47:01.69,135,2023-01-03 02:47:01.69,38.736,92.918,10km,M3.5
23.849,116.017,8,2023,1,3,2,47,8.52,2.1,2023-01-03 02:47:08.52,136,2023-01-03 02:47:08.52,23.849,116.017,8km,M2.1
27.906,114.664,9,2023,1,3,4,17,41.05,2.3,2023-01-03 04:17:41.05,137,2023-01-03 04:17:41.05,27.906,114.664,9km,M2.3
28.091,99.656,15,2023,1,3,4,35,26.29,2.1,2023-01-03 04:35:26.29,138,2023-01-03 04:35:26.29,28.091,99.656,15km,M2.1
23.789,121.547,14,2023,1,3,5,6,32.47,3.2,2023-01-03 05:06:32.47,139,2023-01-03 05:06:32.47,23.789,121.547,14km,M3.2
23.776,121.618,15,2023,1,3,5,19,17.63,3.7,2023-01-03 05:19:17.63,140,2023-01-03 05:19:17.63,23.776,121.618,15km,M3.7
41.206,84.012,9,2023,1,3,5,20,8.11,3.2,2023-01-03 05:20:08.11,141,2023-01-03 05:20:08.11,41.206,84.012,9km,M3.2
36.831,78.049,18,2023,1,3,5,56,58.89,2.7,2023-01-03 05:56:58.89,142,2023-01-03 05:56:58.89,36.831,78.049,18km,M2.7
31.07,142.15,8,2023,1,3,7,1,7.4,5.0,2023-01-03 07:01:07.40,143,2023-01-03 07:01:07.40,31.07,142.15,8km,M5.0
32.059,95.389,25,2023,1,3,7,7,44.72,2.2,2023-01-03 07:07:44.72,144,2023-01-03 07:07:44.72,32.059,95.389,25km,M2.2
40.501,77.278,18,2023,1,3,8,28,9.31,2.2,2023-01-03 08:28:09.31,145,2023-01-03 08:28:09.31,40.501,77.278,18km,M2.2
42.128,80.75,18,2023,1,3,8,49,14.28,3.3,2023-01-03 08:49:14.28,146,2023-01-03 08:49:14.28,42.128,80.75,18km,M3.3
35.552,99.121,9,2023,1,3,9,16,43.22,2.9,2023-01-03 09:16:43.22,147,2023-01-03 09:16:43.22,35.552,99.121,9km,M2.9
42.133,80.737,17,2023,1,3,9,20,20.01,3.4,2023-01-03 09:20:20.01,148,2023-01-03 09:20:20.01,42.133,80.737,17km,M3.4
24.271,98.625,11,2023,1,3,9,54,17.53,2.5,2023-01-03 09:54:17.53,149,2023-01-03 09:54:17.53,24.271,98.625,11km,M2.5
32.387,94.292,10,2023,1,3,10,2,47.28,2.1,2023-01-03 10:02:47.28,150,2023-01-03 10:02:47.28,32.387,94.292,10km,M2.1
39.362,73.376,18,2023,1,3,10,18,58.15,3.0,2023-01-03 10:18:58.15,151,2023-01-03 10:18:58.15,39.362,73.376,18km,M3.0
29.363,105.159,9,2023,1,3,10,59,13.68,2.9,2023-01-03 10:59:13.68,152,2023-01-03 10:59:13.68,29.363,105.159,9km,M2.9
29.353,105.172,12,2023,1,3,11,12,4.38,2.6,2023-01-03 11:12:04.38,153,2023-01-03 11:12:04.38,29.353,105.172,12km,M2.6
27.139,102.874,15,2023,1,3,11,21,11.48,2.4,2023-01-03 11:21:11.48,154,2023-01-03 11:21:11.48,27.139,102.874,15km,M2.4
42.189,83.851,19,2023,1,3,11,49,20.62,2.6,2023-01-03 11:49:20.62,155,2023-01-03 11:49:20.62,42.189,83.851,19km,M2.6
34.447,95.835,9,2023,1,3,11,53,54.68,2.3,2023-01-03 11:53:54.68,156,2023-01-03 11:53:54.68,34.447,95.835,9km,M2.3
32.575,85.92,15,2023,1,3,12,2,43.02,2.3,2023-01-03 12:02:43.02,157,2023-01-03 12:02:43.02,32.575,85.92,15km,M2.3
39.746,74.772,6,2023,1,3,12,48,27.68,2.0,2023-01-03 12:48:27.68,158,2023-01-03 12:48:27.68,39.746,74.772,6km,M2.0
42.992,87.634,5,2023,1,3,13,23,20.23,2.2,2023-01-03 13:23:20.23,159,2023-01-03 13:23:20.23,42.992,87.634,5km,M2.2
33.193,86.229,10,2023,1,3,13,43,7.97,2.5,2023-01-03 13:43:07.97,160,2023-01-03 13:43:07.97,33.193,86.229,10km,M2.5
36.974,115.428,14,2023,1,3,14,37,27.18,2.9,2023-01-03 14:37:27.18,161,2023-01-03 14:37:27.18,36.974,115.428,14km,M2.9
40.15,142.75,37,2023,1,3,15,8,32.7,4.6,2023-01-03 15:08:32.70,162,2023-01-03 15:08:32.70,40.15,142.75,37km,M4.6
36.337,79.935,29,2023,1,3,16,25,17.9,2.3,2023-01-03 16:25:17.90,163,2023-01-03 16:25:17.90,36.337,79.935,29km,M2.3
26.877,100.823,20,2023,1,3,16,26,41.81,2.1,2023-01-03 16:26:41.81,164,2023-01-03 16:26:41.81,26.877,100.823,20km,M2.1
29.636,104.652,11,2023,1,3,16,59,43.41,2.2,2023-01-03 16:59:43.41,165,2023-01-03 16:59:43.41,29.636,104.652,11km,M2.2
27.344,102.568,12,2023,1,3,17,24,24.87,2.4,2023-01-03 17:24:24.87,166,2023-01-03 17:24:24.87,27.344,102.568,12km,M2.4
43.308,88.754,18,2023,1,3,17,42,11.53,2.3,2023-01-03 17:42:11.53,167,2023-01-03 17:42:11.53,43.308,88.754,18km,M2.3
37.981,87.647,6,2023,1,3,18,33,44.65,2.0,2023-01-03 18:33:44.65,168,2023-01-03 18:33:44.65,37.981,87.647,6km,M2.0
32.27,101.825,2,2023,1,3,18,35,0.06,2.0,2023-01-03 18:35:00.06,169,2023-01-03 18:35:00.06,32.27,101.825,2km,M2.0
31.996,101.094,8,2023,1,3,19,10,30.58,2.4,2023-01-03 19:10:30.58,170,2023-01-03 19:10:30.58,31.996,101.094,8km,M2.4
45.681,84.87,7,2023,1,3,19,35,13.04,2.1,2023-01-03 19:35:13.04,171,2023-01-03 19:35:13.04,45.681,84.87,7km,M2.1
41.244,84.041,20,2023,1,3,19,35,30.35,2.4,2023-01-03 19:35:30.35,172,2023-01-03 19:35:30.35,41.244,84.041,20km,M2.4
41.004,82.808,19,2023,1,3,21,39,34.18,3.2,2023-01-03 21:39:34.18,173,2023-01-03 21:39:34.18,41.004,82.808,19km,M3.2
38.108,76.371,6,2023,1,3,22,22,36.05,2.1,2023-01-03 22:22:36.05,174,2023-01-03 22:22:36.05,38.108,76.371,6km,M2.1
23.732,114.619,8,2023,1,3,22,26,59.91,2.0,2023-01-03 22:26:59.91,175,2023-01-03 22:26:59.91,23.732,114.619,8km,M2.0
38.769,75.88,35,2023,1,3,22,39,8.49,3.0,2023-01-03 22:39:08.49,176,2023-01-03 22:39:08.49,38.769,75.88,35km,M3.0
29.897,94.915,23,2023,1,3,23,30,17.38,2.2,2023-01-03 23:30:17.38,177,2023-01-03 23:30:17.38,29.897,94.915,23km,M2.2
38.753,75.49,5,2023,1,4,0,5,20.39,2.4,2023-01-04 00:05:20.39,178,2023-01-04 00:05:20.39,38.753,75.49,5km,M2.4
