latitude,longitude,depth,year,month,day,hour,minute,second,mag,timeStr,event_id,fmt_time,fmt_lat,fmt_lon,fmt_depth,fmt_mag
29.4255,102.1712,8.83,2022,9,5,13,47,53.89,2.8,2022-09-05 13:47:53.89,31,2022-09-05 13:47:53.89,29.425,102.171,8.8km,M2.8
29.4393,102.1579,10.14,2022,9,5,13,50,30.02,2.1,2022-09-05 13:50:30.02,32,2022-09-05 13:50:30.02,29.439,102.158,10.1km,M2.1
29.4755,102.1084,3.98,2022,9,5,13,52,23.80,1.9,2022-09-05 13:52:23.80,33,2022-09-05 13:52:23.80,29.476,102.108,4.0km,M1.9
29.5658,102.1098,3.73,2022,9,5,13,59,40.55,1.7,2022-09-05 13:59:40.55,34,2022-09-05 13:59:40.55,29.566,102.110,3.7km,M1.7
29.4221,102.1658,5.63,2022,9,5,14,0,45.20,2.9,2022-09-05 14:00:45.20,35,2022-09-05 14:00:45.20,29.422,102.166,5.6km,M2.9
29.6141,102.0296,3.99,2022,9,5,14,1,41.14,2.3,2022-09-05 14:01:41.14,36,2022-09-05 14:01:41.14,29.614,102.030,4.0km,M2.3
29.6173,102.0316,6.65,2022,9,5,14,2,34.56,2.6,2022-09-05 14:02:34.56,37,2022-09-05 14:02:34.56,29.617,102.032,6.7km,M2.6
29.4407,102.1391,7.88,2022,9,5,14,5,6.42,2.7,2022-09-05 14:05:06.42,38,2022-09-05 14:05:06.42,29.441,102.139,7.9km,M2.7
29.4962,102.1273,9.47,2022,9,5,14,6,20.23,1.8,2022-09-05 14:06:20.23,39,2022-09-05 14:06:20.23,29.496,102.127,9.5km,M1.8
29.4173,102.1687,8.72,2022,9,5,14,9,7.40,2.2,2022-09-05 14:09:07.40,40,2022-09-05 14:09:07.40,29.417,102.169,8.7km,M2.2
29.7872,101.9936,4.9,2022,9,5,14,14,22.28,1.9,2022-09-05 14:14:22.28,41,2022-09-05 14:14:22.28,29.787,101.994,4.9km,M1.9
29.784,101.9916,5.26,2022,9,5,14,15,48.04,1.4,2022-09-05 14:15:48.04,42,2022-09-05 14:15:48.04,29.784,101.992,5.3km,M1.4
29.4561,102.1525,0.91,2022,9,5,14,19,35.37,2.0,2022-09-05 14:19:35.37,43,2022-09-05 14:19:35.37,29.456,102.153,0.9km,M2.0
29.4799,102.132,6.37,2022,9,5,14,25,39.96,1.7,2022-09-05 14:25:39.96,44,2022-09-05 14:25:39.96,29.480,102.132,6.4km,M1.7
29.3923,102.2053,7.3,2022,9,5,14,26,5.93,2.8,2022-09-05 14:26:05.93,45,2022-09-05 14:26:05.93,29.392,102.205,7.3km,M2.8
29.5195,102.1221,1.13,2022,9,5,14,29,44.43,1.8,2022-09-05 14:29:44.43,46,2022-09-05 14:29:44.43,29.520,102.122,1.1km,M1.8
29.4048,102.1684,1.75,2022,9,5,14,30,17.39,1.7,2022-09-05 14:30:17.39,47,2022-09-05 14:30:17.39,29.405,102.168,1.8km,M1.7
29.4117,102.1895,12.73,2022,9,5,14,31,8.41,1.5,2022-09-05 14:31:08.41,48,2022-09-05 14:31:08.41,29.412,102.189,12.7km,M1.5
29.4622,102.1591,3.26,2022,9,5,14,32,48.16,1.9,2022-09-05 14:32:48.16,49,2022-09-05 14:32:48.16,29.462,102.159,3.3km,M1.9
29.5753,102.1082,10.09,2022,9,5,14,34,24.09,2.2,2022-09-05 14:34:24.09,50,2022-09-05 14:34:24.09,29.575,102.108,10.1km,M2.2
29.8068,101.9999,11.57,2022,9,5,14,38,54.21,1.7,2022-09-05 14:38:54.21,51,2022-09-05 14:38:54.21,29.807,102.000,11.6km,M1.7
29.8011,101.9815,7.09,2022,9,5,14,39,41.85,2.0,2022-09-05 14:39:41.85,52,2022-09-05 14:39:41.85,29.801,101.981,7.1km,M2.0
29.4549,102.1576,1.22,2022,9,5,14,42,34.78,1.3,2022-09-05 14:42:34.78,53,2022-09-05 14:42:34.78,29.455,102.158,1.2km,M1.3
29.4228,102.16,6.11,2022,9,5,14,43,0.48,1.4,2022-09-05 14:43:00.48,54,2022-09-05 14:43:00.48,29.423,102.160,6.1km,M1.4
29.6183,102.0195,0.89,2022,9,5,14,43,28.97,2.0,2022-09-05 14:43:28.97,55,2022-09-05 14:43:28.97,29.618,102.019,0.9km,M2.0
29.788,101.9689,5.44,2022,9,5,14,44,21.09,2.2,2022-09-05 14:44:21.09,56,2022-09-05 14:44:21.09,29.788,101.969,5.4km,M2.2
29.4172,102.1651,7.55,2022,9,5,14,45,2.13,2.4,2022-09-05 14:45:02.13,57,2022-09-05 14:45:02.13,29.417,102.165,7.5km,M2.4
29.4601,102.1496,1.42,2022,9,5,14,46,10.06,1.5,2022-09-05 14:46:10.06,58,2022-09-05 14:46:10.06,29.460,102.150,1.4km,M1.5
29.4243,102.1589,2.29,2022,9,5,14,47,3.78,1.6,2022-09-05 14:47:03.78,59,2022-09-05 14:47:03.78,29.424,102.159,2.3km,M1.6
29.4602,102.1642,7.62,2022,9,5,14,50,19.30,1.5,2022-09-05 14:50:19.30,60,2022-09-05 14:50:19.30,29.460,102.164,7.6km,M1.5
29.6266,102.0172,8.99,2022,9,5,14,51,18.81,2.9,2022-09-05 14:51:18.81,61,2022-09-05 14:51:18.81,29.627,102.017,9.0km,M2.9
29.5035,102.1254,5.61,2022,9,5,14,52,59.31,2.1,2022-09-05 14:52:59.31,62,2022-09-05 14:52:59.31,29.503,102.125,5.6km,M2.1
29.4211,102.1768,10.59,2022,9,5,14,54,52.04,2.8,2022-09-05 14:54:52.04,63,2022-09-05 14:54:52.04,29.421,102.177,10.6km,M2.8
29.6159,102.0193,8.38,2022,9,5,14,57,1.35,2.7,2022-09-05 14:57:01.35,64,2022-09-05 14:57:01.35,29.616,102.019,8.4km,M2.7
29.4592,102.1563,3.83,2022,9,5,14,58,30.24,1.6,2022-09-05 14:58:30.24,65,2022-09-05 14:58:30.24,29.459,102.156,3.8km,M1.6
29.611,102.0206,4.93,2022,9,5,15,0,18.99,2.4,2022-09-05 15:00:18.99,66,2022-09-05 15:00:18.99,29.611,102.021,4.9km,M2.4
29.4205,102.1724,8.39,2022,9,5,15,1,8.61,2.3,2022-09-05 15:01:08.61,67,2022-09-05 15:01:08.61,29.421,102.172,8.4km,M2.3
29.6106,102.0195,2.94,2022,9,5,15,6,47.04,2.0,2022-09-05 15:06:47.04,68,2022-09-05 15:06:47.04,29.611,102.019,2.9km,M2.0
29.4084,102.1877,10.96,2022,9,5,15,11,55.24,1.6,2022-09-05 15:11:55.24,69,2022-09-05 15:11:55.24,29.408,102.188,11.0km,M1.6
29.4198,102.1634,9.83,2022,9,5,15,12,32.37,2.0,2022-09-05 15:12:32.37,70,2022-09-05 15:12:32.37,29.420,102.163,9.8km,M2.0
29.414,102.1935,7.08,2022,9,5,15,14,12.68,2.1,2022-09-05 15:14:12.68,71,2022-09-05 15:14:12.68,29.414,102.194,7.1km,M2.1
29.4221,102.1652,8.56,2022,9,5,15,15,21.74,2.0,2022-09-05 15:15:21.74,72,2022-09-05 15:15:21.74,29.422,102.165,8.6km,M2.0
29.4348,102.167,8.19,2022,9,5,15,16,45.57,1.7,2022-09-05 15:16:45.57,73,2022-09-05 15:16:45.57,29.435,102.167,8.2km,M1.7
29.7879,101.9995,2.85,2022,9,5,15,18,48.56,1.4,2022-09-05 15:18:48.56,74,2022-09-05 15:18:48.56,29.788,101.999,2.9km,M1.4
29.7888,102.0016,5.11,2022,9,5,15,20,50.54,1.3,2022-09-05 15:20:50.54,75,2022-09-05 15:20:50.54,29.789,102.002,5.1km,M1.3
29.7871,102.0049,4.54,2022,9,5,15,21,38.72,2.4,2022-09-05 15:21:38.72,76,2022-09-05 15:21:38.72,29.787,102.005,4.5km,M2.4
29.6194,102.0204,8.0,2022,9,5,15,22,36.26,2.7,2022-09-05 15:22:36.26,77,2022-09-05 15:22:36.26,29.619,102.020,8.0km,M2.7
29.8097,101.9981,8.38,2022,9,5,15,23,36.87,1.7,2022-09-05 15:23:36.87,78,2022-09-05 15:23:36.87,29.810,101.998,8.4km,M1.7
29.528,102.1253,5.24,2022,9,5,15,23,55.02,2.2,2022-09-05 15:23:55.02,79,2022-09-05 15:23:55.02,29.528,102.125,5.2km,M2.2
29.4674,102.1628,1.74,2022,9,5,15,24,43.17,1.8,2022-09-05 15:24:43.17,80,2022-09-05 15:24:43.17,29.467,102.163,1.7km,M1.8
29.6253,102.0476,6.63,2022,9,5,15,25,25.05,1.9,2022-09-05 15:25:25.05,81,2022-09-05 15:25:25.05,29.625,102.048,6.6km,M1.9
29.4492,102.1658,10.89,2022,9,5,15,26,35.51,3.3,2022-09-05 15:26:35.51,82,2022-09-05 15:26:35.51,29.449,102.166,10.9km,M3.3
29.6119,102.0203,2.61,2022,9,5,15,27,13.23,2.8,2022-09-05 15:27:13.23,83,2022-09-05 15:27:13.23,29.612,102.020,2.6km,M2.8
29.789,102.0067,4.23,2022,9,5,15,28,33.61,1.6,2022-09-05 15:28:33.61,84,2022-09-05 15:28:33.61,29.789,102.007,4.2km,M1.6
29.7732,101.9987,4.21,2022,9,5,15,28,58.75,1.8,2022-09-05 15:28:58.75,85,2022-09-05 15:28:58.75,29.773,101.999,4.2km,M1.8
29.359,102.1757,11.87,2022,9,5,15,30,44.28,1.4,2022-09-05 15:30:44.28,86,2022-09-05 15:30:44.28,29.359,102.176,11.9km,M1.4
29.7278,102.0366,17.44,2022,9,5,15,31,31.15,1.5,2022-09-05 15:31:31.15,87,2022-09-05 15:31:31.15,29.728,102.037,17.4km,M1.5
29.3706,102.1658,10.02,2022,9,5,15,32,18.80,1.8,2022-09-05 15:32:18.80,88,2022-09-05 15:32:18.80,29.371,102.166,10.0km,M1.8
29.4367,102.169,8.8,2022,9,5,15,34,29.85,1.8,2022-09-05 15:34:29.85,89,2022-09-05 15:34:29.85,29.437,102.169,8.8km,M1.8
29.7388,102.0286,3.5,2022,9,5,15,35,34.91,1.8,2022-09-05 15:35:34.91,90,2022-09-05 15:35:34.91,29.739,102.029,3.5km,M1.8
29.7394,102.0296,3.5,2022,9,5,15,37,39.09,1.8,2022-09-05 15:37:39.09,91,2022-09-05 15:37:39.09,29.739,102.030,3.5km,M1.8
29.4265,102.1592,7.14,2022,9,5,15,40,6.82,2.3,2022-09-05 15:40:06.82,92,2022-09-05 15:40:06.82,29.427,102.159,7.1km,M2.3
29.6252,102.0066,7.61,2022,9,5,15,40,51.10,2.4,2022-09-05 15:40:51.10,93,2022-09-05 15:40:51.10,29.625,102.007,7.6km,M2.4
29.5904,101.9734,4.32,2022,9,5,15,46,38.62,1.6,2022-09-05 15:46:38.62,94,2022-09-05 15:46:38.62,29.590,101.973,4.3km,M1.6
29.4627,102.1656,6.13,2022,9,5,15,47,2.19,2.0,2022-09-05 15:47:02.19,95,2022-09-05 15:47:02.19,29.463,102.166,6.1km,M2.0
29.4401,102.1457,1.66,2022,9,5,15,48,38.45,2.7,2022-09-05 15:48:38.45,96,2022-09-05 15:48:38.45,29.440,102.146,1.7km,M2.7
29.472,102.1934,8.39,2022,9,5,15,50,56.48,1.9,2022-09-05 15:50:56.48,97,2022-09-05 15:50:56.48,29.472,102.193,8.4km,M1.9
29.4707,102.169,9.2,2022,9,5,15,52,50.15,2.6,2022-09-05 15:52:50.15,98,2022-09-05 15:52:50.15,29.471,102.169,9.2km,M2.6
29.4031,102.1612,1.79,2022,9,5,15,53,30.74,1.8,2022-09-05 15:53:30.74,99,2022-09-05 15:53:30.74,29.403,102.161,1.8km,M1.8
29.4484,102.1591,11.25,2022,9,5,15,55,9.43,1.4,2022-09-05 15:55:09.43,100,2022-09-05 15:55:09.43,29.448,102.159,11.2km,M1.4
29.4344,102.1655,12.78,2022,9,5,15,58,10.22,2.0,2022-09-05 15:58:10.22,101,2022-09-05 15:58:10.22,29.434,102.165,12.8km,M2.0
29.4851,102.1973,7.78,2022,9,5,16,1,43.09,1.3,2022-09-05 16:01:43.09,102,2022-09-05 16:01:43.09,29.485,102.197,7.8km,M1.3
29.7793,101.9933,6.79,2022,9,5,16,4,8.83,1.2,2022-09-05 16:04:08.83,103,2022-09-05 16:04:08.83,29.779,101.993,6.8km,M1.2
29.7805,101.9922,6.65,2022,9,5,16,5,11.29,1.4,2022-09-05 16:05:11.29,104,2022-09-05 16:05:11.29,29.780,101.992,6.7km,M1.4
29.4258,102.1715,10.95,2022,9,5,16,7,15.21,2.8,2022-09-05 16:07:15.21,105,2022-09-05 16:07:15.21,29.426,102.171,10.9km,M2.8
29.618,102.0212,5.3,2022,9,5,16,7,48.25,3.3,2022-09-05 16:07:48.25,106,2022-09-05 16:07:48.25,29.618,102.021,5.3km,M3.3
29.4308,102.1631,8.12,2022,9,5,16,9,40.18,1.6,2022-09-05 16:09:40.18,107,2022-09-05 16:09:40.18,29.431,102.163,8.1km,M1.6
29.4306,102.1709,9.44,2022,9,5,16,10,51.81,1.8,2022-09-05 16:10:51.81,108,2022-09-05 16:10:51.81,29.431,102.171,9.4km,M1.8
29.7873,102.0057,5.61,2022,9,5,16,12,37.64,2.2,2022-09-05 16:12:37.64,109,2022-09-05 16:12:37.64,29.787,102.006,5.6km,M2.2
29.4384,102.2029,14.78,2022,9,5,16,14,17.51,1.5,2022-09-05 16:14:17.51,110,2022-09-05 16:14:17.51,29.438,102.203,14.8km,M1.5
29.7873,101.9846,3.31,2022,9,5,16,15,54.87,1.1,2022-09-05 16:15:54.87,111,2022-09-05 16:15:54.87,29.787,101.985,3.3km,M1.1
29.6147,102.0258,7.12,2022,9,5,16,19,5.22,3.3,2022-09-05 16:19:05.22,112,2022-09-05 16:19:05.22,29.615,102.026,7.1km,M3.3
29.4726,102.1312,5.38,2022,9,5,16,23,51.83,1.5,2022-09-05 16:23:51.83,113,2022-09-05 16:23:51.83,29.473,102.131,5.4km,M1.5
29.7407,102.0134,4.69,2022,9,5,16,24,40.01,1.4,2022-09-05 16:24:40.01,114,2022-09-05 16:24:40.01,29.741,102.013,4.7km,M1.4
29.6154,102.0293,8.26,2022,9,5,16,25,9.78,2.8,2022-09-05 16:25:09.78,115,2022-09-05 16:25:09.78,29.615,102.029,8.3km,M2.8
29.433,102.1707,9.6,2022,9,5,16,27,17.97,2.2,2022-09-05 16:27:17.97,116,2022-09-05 16:27:17.97,29.433,102.171,9.6km,M2.2
29.6212,102.0217,8.36,2022,9,5,16,28,58.46,2.0,2022-09-05 16:28:58.46,117,2022-09-05 16:28:58.46,29.621,102.022,8.4km,M2.0
29.6331,102.0731,6.62,2022,9,5,16,29,50.29,1.5,2022-09-05 16:29:50.29,118,2022-09-05 16:29:50.29,29.633,102.073,6.6km,M1.5
29.6317,102.0192,7.96,2022,9,5,16,32,6.88,1.8,2022-09-05 16:32:06.88,119,2022-09-05 16:32:06.88,29.632,102.019,8.0km,M1.8
29.8124,101.9928,7.12,2022,9,5,16,35,34.04,1.1,2022-09-05 16:35:34.04,120,2022-09-05 16:35:34.04,29.812,101.993,7.1km,M1.1
29.4163,102.173,5.15,2022,9,5,16,35,46.99,2.1,2022-09-05 16:35:46.99,121,2022-09-05 16:35:46.99,29.416,102.173,5.2km,M2.1
29.462,102.1429,5.62,2022,9,5,16,36,9.47,1.9,2022-09-05 16:36:09.47,122,2022-09-05 16:36:09.47,29.462,102.143,5.6km,M1.9
29.7496,102.022,5.15,2022,9,5,16,37,12.00,1.3,2022-09-05 16:37:12.00,123,2022-09-05 16:37:12.00,29.750,102.022,5.2km,M1.3
29.6254,102.0195,7.7,2022,9,5,16,37,45.51,2.6,2022-09-05 16:37:45.51,124,2022-09-05 16:37:45.51,29.625,102.019,7.7km,M2.6
29.415,102.196,7.17,2022,9,5,16,42,11.59,2.0,2022-09-05 16:42:11.59,125,2022-09-05 16:42:11.59,29.415,102.196,7.2km,M2.0
29.4398,102.16,2.16,2022,9,5,16,46,54.36,1.4,2022-09-05 16:46:54.36,126,2022-09-05 16:46:54.36,29.440,102.160,2.2km,M1.4
29.6294,102.0404,6.22,2022,9,5,16,48,46.79,2.7,2022-09-05 16:48:46.79,127,2022-09-05 16:48:46.79,29.629,102.040,6.2km,M2.7
29.628,102.0448,7.68,2022,9,5,16,50,48.35,2.0,2022-09-05 16:50:48.35,128,2022-09-05 16:50:48.35,29.628,102.045,7.7km,M2.0
29.3889,102.1734,6.45,2022,9,5,16,51,11.82,2.3,2022-09-05 16:51:11.82,129,2022-09-05 16:51:11.82,29.389,102.173,6.5km,M2.3
29.4004,102.1837,8.56,2022,9,5,16,53,19.11,1.9,2022-09-05 16:53:19.11,130,2022-09-05 16:53:19.11,29.400,102.184,8.6km,M1.9
29.7783,101.9933,5.75,2022,9,5,16,53,39.95,2.4,2022-09-05 16:53:39.95,131,2022-09-05 16:53:39.95,29.778,101.993,5.8km,M2.4
29.5801,102.1136,12.25,2022,9,5,16,54,27.50,2.1,2022-09-05 16:54:27.50,132,2022-09-05 16:54:27.50,29.580,102.114,12.2km,M2.1
29.776,101.9933,4.53,2022,9,5,16,55,32.87,1.9,2022-09-05 16:55:32.87,133,2022-09-05 16:55:32.87,29.776,101.993,4.5km,M1.9
29.5259,101.9044,10.33,2022,9,5,16,56,39.42,2.5,2022-09-05 16:56:39.42,134,2022-09-05 16:56:39.42,29.526,101.904,10.3km,M2.5
29.7727,101.9789,5.51,2022,9,5,17,0,31.02,1.3,2022-09-05 17:00:31.02,135,2022-09-05 17:00:31.02,29.773,101.979,5.5km,M1.3
29.6783,102.0692,4.87,2022,9,5,17,5,45.48,1.8,2022-09-05 17:05:45.48,136,2022-09-05 17:05:45.48,29.678,102.069,4.9km,M1.8
29.7984,102.0003,2.7,2022,9,5,17,7,37.24,1.2,2022-09-05 17:07:37.24,137,2022-09-05 17:07:37.24,29.798,102.000,2.7km,M1.2
29.7801,101.9851,4.76,2022,9,5,17,8,10.30,1.7,2022-09-05 17:08:10.30,138,2022-09-05 17:08:10.30,29.780,101.985,4.8km,M1.7
29.6247,102.0523,1.57,2022,9,5,17,10,3.78,1.5,2022-09-05 17:10:03.78,139,2022-09-05 17:10:03.78,29.625,102.052,1.6km,M1.5
29.568,101.9518,8.1,2022,9,5,17,11,19.16,1.4,2022-09-05 17:11:19.16,140,2022-09-05 17:11:19.16,29.568,101.952,8.1km,M1.4
29.7726,102.0014,4.32,2022,9,5,17,16,59.50,1.5,2022-09-05 17:16:59.50,141,2022-09-05 17:16:59.50,29.773,102.001,4.3km,M1.5
29.6117,102.0279,8.42,2022,9,5,17,21,6.86,2.0,2022-09-05 17:21:06.86,142,2022-09-05 17:21:06.86,29.612,102.028,8.4km,M2.0
29.6087,102.0263,7.93,2022,9,5,17,24,10.68,2.3,2022-09-05 17:24:10.68,143,2022-09-05 17:24:10.68,29.609,102.026,7.9km,M2.3
29.6796,102.0798,6.97,2022,9,5,17,25,22.68,2.1,2022-09-05 17:25:22.68,144,2022-09-05 17:25:22.68,29.680,102.080,7.0km,M2.1
29.8002,102.0017,7.06,2022,9,5,17,25,51.38,1.4,2022-09-05 17:25:51.38,145,2022-09-05 17:25:51.38,29.800,102.002,7.1km,M1.4
29.6688,102.076,7.56,2022,9,5,17,29,1.88,1.7,2022-09-05 17:29:01.88,146,2022-09-05 17:29:01.88,29.669,102.076,7.6km,M1.7
29.7854,101.9768,7.22,2022,9,5,17,34,13.52,1.2,2022-09-05 17:34:13.52,147,2022-09-05 17:34:13.52,29.785,101.977,7.2km,M1.2
29.7887,101.9948,6.36,2022,9,5,17,35,23.12,1.4,2022-09-05 17:35:23.12,148,2022-09-05 17:35:23.12,29.789,101.995,6.4km,M1.4
29.606,102.0266,8.09,2022,9,5,17,35,55.80,2.1,2022-09-05 17:35:55.80,149,2022-09-05 17:35:55.80,29.606,102.027,8.1km,M2.1
29.7741,102.001,6.03,2022,9,5,17,38,14.28,1.5,2022-09-05 17:38:14.28,150,2022-09-05 17:38:14.28,29.774,102.001,6.0km,M1.5
29.3857,102.1881,13.91,2022,9,5,17,39,21.00,4.0,2022-09-05 17:39:21.00,151,2022-09-05 17:39:21.00,29.386,102.188,13.9km,M4.0
29.5885,101.9886,6.78,2022,9,5,17,43,17.02,1.5,2022-09-05 17:43:17.02,152,2022-09-05 17:43:17.02,29.588,101.989,6.8km,M1.5
29.6832,102.0834,6.61,2022,9,5,17,44,20.30,1.5,2022-09-05 17:44:20.30,153,2022-09-05 17:44:20.30,29.683,102.083,6.6km,M1.5
29.6061,102.0265,7.8,2022,9,5,17,45,42.64,2.9,2022-09-05 17:45:42.64,154,2022-09-05 17:45:42.64,29.606,102.026,7.8km,M2.9
29.8019,102.0053,4.93,2022,9,5,17,47,6.30,1.4,2022-09-05 17:47:06.30,155,2022-09-05 17:47:06.30,29.802,102.005,4.9km,M1.4
29.7405,102.0204,4.66,2022,9,5,17,47,26.44,1.5,2022-09-05 17:47:26.44,156,2022-09-05 17:47:26.44,29.741,102.020,4.7km,M1.5
29.6021,102.0248,8.52,2022,9,5,17,47,46.56,1.6,2022-09-05 17:47:46.56,157,2022-09-05 17:47:46.56,29.602,102.025,8.5km,M1.6
29.4505,102.1644,11.66,2022,9,5,17,48,28.76,1.4,2022-09-05 17:48:28.76,158,2022-09-05 17:48:28.76,29.451,102.164,11.7km,M1.4
29.6314,102.0542,7.63,2022,9,5,17,50,15.08,1.3,2022-09-05 17:50:15.08,159,2022-09-05 17:50:15.08,29.631,102.054,7.6km,M1.3
29.4085,102.1833,10.32,2022,9,5,17,52,11.68,2.8,2022-09-05 17:52:11.68,160,2022-09-05 17:52:11.68,29.409,102.183,10.3km,M2.8
29.6391,102.0786,7.73,2022,9,5,17,54,17.92,2.0,2022-09-05 17:54:17.92,161,2022-09-05 17:54:17.92,29.639,102.079,7.7km,M2.0
29.4152,102.1687,9.49,2022,9,5,17,55,10.58,2.0,2022-09-05 17:55:10.58,162,2022-09-05 17:55:10.58,29.415,102.169,9.5km,M2.0
29.6075,102.0324,9.12,2022,9,5,17,55,26.40,1.9,2022-09-05 17:55:26.40,163,2022-09-05 17:55:26.40,29.608,102.032,9.1km,M1.9
29.5662,101.9618,9.52,2022,9,5,17,56,25.72,1.7,2022-09-05 17:56:25.72,164,2022-09-05 17:56:25.72,29.566,101.962,9.5km,M1.7
29.6809,102.078,7.21,2022,9,5,17,57,54.42,1.8,2022-09-05 17:57:54.42,165,2022-09-05 17:57:54.42,29.681,102.078,7.2km,M1.8
29.8047,102.002,4.1,2022,9,5,18,2,5.34,1.4,2022-09-05 18:02:05.34,166,2022-09-05 18:02:05.34,29.805,102.002,4.1km,M1.4
